land_record_id,farmer_id,state,district,survey_number,patta_number,land_area,land_type,ownership_status,document_status,land_use,last_updated,ethical_flag,dispute_status,verification_source
LRMA000554,F262627,Maharashtra,Sangli,24/119/1,MH21698280,18.77,dry,inherited,pending_verification,horticultural,02-09-2021,benami_transaction,active_litigation,unverified
LRRA000555,F710338,Rajasthan,Udaipur,373/80,RJ35583589,49.27,garden,owner,pending_verification,fallow,18-12-2023,forest_land_encroachment,encroachment_case,unverified
LRPU000556,F502011,Punjab,Firozpur,909-A,PB42367575,41.72,dry,inherited,pending_verification,fallow,03-10-2018,water_body_encroachment,encroachment_case,unverified
LRAN000557,F482154,Andhra Pradesh,Visakhapatnam,34/307/2,AP98226306,85.76,wet,joint,valid,agricultural,13-10-2018,ceiling_breach,none,unverified
LRTE000558,F433342,Telangana,Mahbubnagar,538/62,TS72876300,47.64,wet,disputed,valid,fallow,14-09-2021,forest_land_encroachment,none,unverified
LRHA000559,F603263,Haryana,Yamunanagar,72/948/5,HR20174950,41.23,wet,owner,valid,horticultural,11-04-2019,,none,digitized_land_registry
LRTA000560,F482114,Tamil Nadu,Madurai,5/957/1,,16.36,wet,joint,valid,horticultural,02-12-2019,tribal_land_violation,none,revenue_records
LRRA000561,F438401,Rajasthan,Kota,S4441,,8.13,plantation,disputed,pending_verification,forest,10-10-2019,wetland_conversion_violation,encroachment_case,manual_verification
LRHA000562,F132250,Haryana,Sonipat,S1636,HR90687174,26.67,plantation,joint,valid,agricultural,30-08-2023,,none,revenue_records
LRAN000563,F852521,Andhra Pradesh,Rajahmundry,171-D,AP28365420,31.24,garden,owner,valid,agricultural,05-01-2022,,none,revenue_records
LRHA000564,F779408,Haryana,Hisar,S5749,HR41373807,11.78,plantation,owner,pending_verification,agricultural,18-05-2023,encroachment_on_government_land,none,manual_verification
LRRA000565,F199992,Rajasthan,Alwar,827/44,RJ83826338,18.72,plantation,tenant,valid,agricultural,10-08-2024,,none,revenue_records
LRKA000566,F209579,Karnataka,Shimoga,S7685,KA49692027,13.21,garden,joint,valid,horticultural,01-02-2019,,none,digitized_land_registry
LRUT000567,F616359,Uttar Pradesh,Moradabad,33/927/8,UP29323925,62.37,dry,owner,valid,agricultural,08-02-2020,ceiling_breach,none,unverified
LRPU000568,F459216,Punjab,Ludhiana,651/74,PB99932107,23.16,plantation,tenant,valid,agricultural,20-11-2020,,none,satellite_mapping
LRUT000569,F777551,Uttar Pradesh,Lucknow,12/791/6,UP14154037,5.56,dry,inherited,valid,agricultural,18-09-2021,,none,revenue_records
LRRA000570,F914586,Rajasthan,Bikaner,81-D,RJ94031378,15.11,wet,disputed,pending_verification,agricultural,23-03-2022,minor_heir_exploitation,active_litigation,revenue_records
LRMA000571,F900585,Madhya Pradesh,Jabalpur,641-D,MP64776181,35.53,plantation,tenant,valid,agricultural,15-11-2021,,none,revenue_records
LRGU000572,F368996,Gujarat,Ahmedabad,145-F,,45.36,plantation,owner,invalid,horticultural,18-12-2022,land_grabbing_from_elderly,boundary_dispute,revenue_records
LRRA000573,F284575,Rajasthan,Pali,145/91,RJ69282379,7.55,garden,inherited,valid,agricultural,03-02-2018,,none,digitized_land_registry
LRHA000574,F486912,Haryana,Rohtak,25/62,HR59106938,11.03,wet,owner,valid,agricultural,10-11-2022,,none,digitized_land_registry
LRPU000575,F819356,Punjab,Firozpur,193-E,PB98321823,30.52,plantation,inherited,valid,horticultural,30-11-2020,,none,revenue_records
LRWE000576,F241706,West Bengal,Asansol,80/19/2,WB33352197,28.75,garden,owner,valid,agricultural,09-02-2018,,none,digitized_land_registry
LRPU000577,F911296,Punjab,Mohali,917/75,PB40860088,41.65,wet,inherited,valid,agricultural,27-11-2024,,none,revenue_records
LRHA000578,F217989,Haryana,Panchkula,38/665/8,HR52984322,20.91,wet,owner,valid,fallow,13-12-2019,forest_land_encroachment,none,unverified
LRUT000579,F148707,Uttar Pradesh,Aligarh,S5235,UP90152412,24.41,dry,joint,valid,agricultural,24-06-2018,,none,revenue_records
LRUT000580,F633894,Uttar Pradesh,Meerut,807/43,UP54055843,27.61,dry,tenant,valid,agricultural,17-05-2020,,none,digitized_land_registry
LRTA000581,F409946,Tamil Nadu,Coimbatore,496/83,TN44879164,28.86,wet,inherited,expired,agricultural,08-10-2020,womens_inheritance_denial,inheritance_dispute,manual_verification
LRWE000582,F160926,West Bengal,Kolkata,59/744/5,WB89703937,22.13,dry,joint,valid,agricultural,09-03-2022,encroachment_on_government_land,none,revenue_records
LRAN000583,F740482,Andhra Pradesh,Vijayawada,325-B,AP86749955,11.88,wet,owner,invalid,agricultural,03-09-2021,benami_transaction,boundary_dispute,revenue_records
LRMA000584,F732494,Maharashtra,Nagpur,6/518/8,,28.07,wet,tenant,pending_verification,agricultural,12-11-2018,benami_transaction,active_litigation,revenue_records
LRKA000585,F639151,Karnataka,Gulbarga,49/19,KA98466567,2.33,garden,owner,valid,horticultural,15-03-2020,,none,digitized_land_registry
LRKA000586,F671682,Karnataka,Davanagere,26/50/9,KA19489580,4.09,garden,tenant,valid,agricultural,12-03-2023,,none,digitized_land_registry
LRMA000587,F277725,Madhya Pradesh,Ujjain,S5463,MP55074731,14.15,garden,inherited,valid,agricultural,23-08-2020,,none,satellite_mapping
LRTE000588,F583728,Telangana,Karimnagar,S7106,TS52315106,13.98,plantation,joint,valid,agricultural,08-07-2022,,none,revenue_records
LRMA000589,F235448,Maharashtra,Kolhapur,S8938,MH83135286,45.11,wet,joint,valid,agricultural,03-04-2020,,none,revenue_records
LRPU000590,F315725,Punjab,Moga,389-D,PB23697483,37.7,plantation,inherited,pending_verification,fallow,10-07-2021,forest_land_encroachment,none,revenue_records
LRAN000591,F378074,Andhra Pradesh,Nellore,10/997/6,AP68664526,1.8,dry,inherited,valid,agricultural,15-03-2019,,none,revenue_records
LRPU000592,F186725,Punjab,Mohali,625/26,,26.15,garden,disputed,invalid,agricultural,13-07-2024,sc_st_land_alienation,pending_mutation,unverified
LRTE000593,F311229,Telangana,Khammam,858-E,TS29196159,43.84,plantation,inherited,expired,fallow,30-08-2023,environmental_clearance_violation,none,unverified
LRAN000594,F751539,Andhra Pradesh,Kurnool,813-E,AP75837299,47.73,garden,owner,valid,horticultural,21-07-2020,encroachment_on_government_land,active_litigation,unverified
LRWE000595,F753637,West Bengal,Kharagpur,939/74,,16.08,garden,owner,pending_verification,agricultural,21-06-2020,tribal_land_violation,active_litigation,unverified
LRPU000596,F644989,Punjab,Moga,752/76,PB12085132,15.38,wet,owner,pending_verification,horticultural,16-08-2023,encroachment_on_government_land,none,manual_verification
LRHA000597,F595614,Haryana,Gurugram,S1116,HR24379006,10.53,wet,owner,valid,agricultural,25-08-2020,,none,revenue_records
LRRA000598,F326201,Rajasthan,Kota,695/97,RJ32176294,38.3,garden,joint,valid,agricultural,04-10-2024,,none,digitized_land_registry
LRHA000599,F132656,Haryana,Panchkula,15-F,HR95987318,30.3,garden,tenant,pending_verification,agricultural,31-12-2020,womens_inheritance_denial,inheritance_dispute,unverified
LRTE000600,F835348,Telangana,Warangal,S1727,TS34526522,12.72,plantation,owner,valid,horticultural,19-03-2020,,none,satellite_mapping
LRGU000601,F264031,Gujarat,Gandhinagar,411/58,GJ69476949,4.35,wet,inherited,valid,agricultural,18-10-2019,,none,revenue_records
LRMA000602,F914731,Madhya Pradesh,Jabalpur,410/85,MP18063848,12.96,dry,tenant,valid,agricultural,25-12-2022,,none,digitized_land_registry
LRMA000603,F616024,Madhya Pradesh,Gwalior,4/143/4,MP54436517,16.55,plantation,disputed,pending_verification,horticultural,15-12-2018,minor_heir_exploitation,active_litigation,unverified
LRRA000604,F759833,Rajasthan,Ajmer,307/97,RJ57279303,4.79,garden,joint,valid,agricultural,14-11-2024,,none,satellite_mapping
LRPU000605,F280999,Punjab,Jalandhar,300-C,PB14526543,47.62,garden,owner,pending_verification,horticultural,18-02-2021,encroachment_on_government_land,none,revenue_records
LRHA000606,F465386,Haryana,Hisar,S6729,HR68100779,13.22,dry,owner,valid,horticultural,05-05-2024,,none,digitized_land_registry
LRTE000607,F326249,Telangana,Karimnagar,37/332/9,TS14923736,7.42,wet,disputed,pending_verification,fallow,25-08-2021,environmental_clearance_violation,none,manual_verification
LRHA000608,F827603,Haryana,Rohtak,S7172,HR56802981,47.85,dry,tenant,valid,agricultural,29-06-2018,,none,satellite_mapping
LRPU000609,F306045,Punjab,Patiala,59/269/9,PB46552224,27.13,dry,joint,valid,agricultural,21-08-2024,,none,revenue_records
LRUT000610,F488365,Uttar Pradesh,Gorakhpur,S7997,UP14867376,10.16,plantation,tenant,valid,agricultural,11-03-2018,,none,revenue_records
LRMA000611,F244229,Madhya Pradesh,Rewa,317/70,MP39678428,49.5,garden,owner,invalid,agricultural,20-06-2018,fraudulent_mutation,pending_mutation,manual_verification
LRWE000612,F664441,West Bengal,Durgapur,145-A,WB92216919,37.84,dry,inherited,valid,agricultural,15-06-2019,,none,satellite_mapping
LRTE000613,F234228,Telangana,Nizamabad,806/52,TS71684425,11.49,plantation,inherited,valid,agricultural,15-08-2020,,none,revenue_records
LRGU000614,F186764,Gujarat,Gandhinagar,S1121,GJ51274184,4.36,garden,owner,valid,agricultural,08-08-2022,,none,satellite_mapping
LRWE000615,F649585,West Bengal,Bardhaman,S7394,,4.85,wet,tenant,missing,agricultural,28-08-2022,minor_heir_exploitation,pending_mutation,unverified
LRMA000616,F239240,Maharashtra,Aurangabad,S1306,MH71942245,9.15,garden,owner,valid,agricultural,16-06-2020,,none,satellite_mapping
LRMA000617,F729597,Madhya Pradesh,Sagar,63/949/1,MP93617576,31.31,plantation,inherited,pending_verification,agricultural,09-09-2023,fraudulent_mutation,boundary_dispute,revenue_records
LRGU000618,F517705,Gujarat,Anand,311-B,GJ18068740,20.61,dry,owner,valid,agricultural,11-09-2019,,none,satellite_mapping
LRMA000619,F725701,Madhya Pradesh,Ratlam,513/10,MP16159884,33.03,plantation,inherited,pending_verification,agricultural,24-02-2021,benami_transaction,pending_mutation,manual_verification
LRRA000620,F527252,Rajasthan,Jodhpur,94/135/2,,46.79,dry,joint,invalid,agricultural,30-12-2023,fraudulent_mutation,pending_mutation,manual_verification
LRHA000621,F830596,Haryana,Rohtak,151/76,HR31039276,4.01,dry,tenant,valid,horticultural,10-07-2018,,none,revenue_records
LRTE000622,F920905,Telangana,Ramagundam,S1914,TS46607320,48.92,wet,tenant,valid,agricultural,20-07-2024,,none,satellite_mapping
LRPU000623,F280805,Punjab,Moga,S7749,,4.23,dry,joint,pending_verification,agricultural,20-01-2020,encroachment_on_government_land,none,manual_verification
LRTA000624,F934235,Tamil Nadu,Erode,910-D,TN35949820,16.83,wet,inherited,valid,horticultural,07-03-2024,,none,digitized_land_registry
LRUT000625,F182019,Uttar Pradesh,Moradabad,90/886/5,UP67733322,46.03,plantation,owner,invalid,agricultural,30-03-2022,fraudulent_mutation,pending_mutation,unverified
LRPU000626,F645526,Punjab,Hoshiarpur,344-C,PB39641410,46.22,garden,owner,valid,agricultural,20-08-2024,,none,revenue_records
LRPU000627,F258763,Punjab,Mohali,172-D,PB83986352,1.04,garden,owner,valid,horticultural,08-09-2019,,none,revenue_records
LRHA000628,F864988,Haryana,Hisar,785-F,HR78915763,25.9,garden,tenant,valid,agricultural,14-09-2023,,none,satellite_mapping
LRMA000629,F803603,Maharashtra,Sangli,3/876/9,MH28338764,7.18,wet,owner,valid,agricultural,30-05-2024,,none,digitized_land_registry
LRWE000630,F998750,West Bengal,Kharagpur,58-E,WB28234299,40.88,dry,joint,valid,agricultural,26-09-2024,,none,digitized_land_registry
LRTA000631,F861112,Tamil Nadu,Vellore,7/215/3,TN42981292,46.29,garden,inherited,pending_verification,agricultural,11-09-2019,benami_transaction,active_litigation,unverified
LRTE000632,F669849,Telangana,Khammam,918/31,TS46525354,48.69,wet,joint,valid,agricultural,18-07-2023,,none,revenue_records
LRPU000633,F376817,Punjab,Bathinda,887/18,PB80819590,29.42,garden,inherited,valid,agricultural,15-02-2024,,none,digitized_land_registry
LRTE000634,F904672,Telangana,Nizamabad,868-D,TS64590384,36.85,plantation,joint,valid,agricultural,02-09-2018,,none,revenue_records
LRUT000635,F368433,Uttar Pradesh,Bareilly,22/51,UP29155038,2.92,plantation,tenant,valid,agricultural,14-01-2018,,none,revenue_records
LRMA000636,F937527,Madhya Pradesh,Ujjain,7/988/7,MP28451511,1.2,dry,owner,valid,agricultural,24-04-2022,,none,revenue_records
LRPU000637,F262643,Punjab,Firozpur,546-D,PB83522121,10.39,plantation,owner,valid,agricultural,20-08-2021,,none,digitized_land_registry
LRTE000638,F735685,Telangana,Ramagundam,87/877/7,TS69248597,48.44,plantation,owner,valid,agricultural,13-05-2021,,none,satellite_mapping
LRGU000639,F931962,Gujarat,Junagadh,S7045,GJ85934068,2.55,dry,inherited,invalid,agricultural,28-03-2021,benami_transaction,active_litigation,manual_verification
LRTE000640,F513839,Telangana,Nalgonda,371/70,TS94685339,35.02,garden,owner,valid,agricultural,22-02-2020,,none,satellite_mapping
LRHA000641,F873895,Haryana,Panchkula,742-B,HR54842695,15.54,dry,tenant,valid,fallow,04-09-2020,environmental_clearance_violation,none,manual_verification
LRAN000642,F496517,Andhra Pradesh,Eluru,897/63,AP14828927,38.05,plantation,owner,valid,horticultural,09-09-2023,,none,revenue_records
LRRA000643,F119430,Rajasthan,Alwar,S129,RJ98734571,16.8,dry,tenant,valid,agricultural,08-12-2018,,none,revenue_records
LRRA000644,F681544,Rajasthan,Kota,9/437/3,RJ24593907,25.62,wet,tenant,pending_verification,horticultural,04-07-2020,minor_heir_exploitation,active_litigation,revenue_records
LRPU000645,F646700,Punjab,Bathinda,564/81,PB90860795,19.58,garden,joint,pending_verification,agricultural,18-10-2023,tribal_land_violation,none,manual_verification
LRMA000646,F805836,Maharashtra,Solapur,S8081,MH65261055,38.09,dry,tenant,valid,agricultural,03-10-2021,,none,revenue_records
LRPU000647,F870988,Punjab,Amritsar,S7968,PB36614296,16.36,garden,disputed,expired,agricultural,18-07-2021,false_succession_claim,active_litigation,unverified
LRTE000648,F984231,Telangana,Hyderabad,57/780/3,TS27206844,38.32,plantation,inherited,valid,agricultural,01-02-2022,,none,satellite_mapping
LRHA000649,F402225,Haryana,Yamunanagar,48/708/1,HR19974262,26.16,wet,tenant,valid,horticultural,06-05-2019,,none,revenue_records
LRTA000650,F891333,Tamil Nadu,Thanjavur,633/23,TN34810394,45.68,wet,owner,valid,agricultural,26-05-2019,,none,digitized_land_registry
LRRA000651,F535575,Rajasthan,Alwar,40/383/4,RJ33799830,19.38,wet,owner,valid,agricultural,21-07-2024,,none,satellite_mapping
LRTE000652,F209797,Telangana,Nalgonda,5/888/5,TS34622171,28.49,plantation,owner,pending_verification,agricultural,09-03-2021,fraudulent_mutation,boundary_dispute,revenue_records
LRTA000653,F881163,Tamil Nadu,Vellore,92/706/2,TN92842978,19.17,wet,owner,pending_verification,agricultural,17-09-2021,fraudulent_mutation,boundary_dispute,manual_verification
LRTA000654,F734375,Tamil Nadu,Tiruchirappalli,820/16,TN10625897,7.62,plantation,tenant,valid,agricultural,20-09-2021,,none,satellite_mapping
LRAN000655,F756598,Andhra Pradesh,Kurnool,S8698,AP30449025,39.25,wet,inherited,invalid,horticultural,25-06-2023,land_grabbing_from_elderly,boundary_dispute,unverified
LRPU000656,F814577,Punjab,Hoshiarpur,11/565/9,PB15710134,49.77,garden,joint,valid,agricultural,03-05-2020,,none,satellite_mapping
LRAN000657,F859569,Andhra Pradesh,Rajahmundry,S2531,,89.82,plantation,joint,pending_verification,agricultural,04-07-2021,ceiling_breach,none,manual_verification
LRGU000658,F578057,Gujarat,Anand,957/33,GJ15476979,81.37,wet,owner,valid,agricultural,16-12-2024,ceiling_breach,none,manual_verification
LRRA000659,F154459,Rajasthan,Udaipur,210-A,RJ24124722,20.28,dry,joint,valid,agricultural,02-10-2023,,none,satellite_mapping
LRKA000660,F398732,Karnataka,Belgaum,91/916/1,KA55585956,43.03,plantation,joint,valid,agricultural,06-09-2018,,none,revenue_records
LRHA000661,F469657,Haryana,Ambala,S3025,HR74645658,35.05,dry,inherited,valid,agricultural,16-11-2023,,none,revenue_records
LRPU000662,F857839,Punjab,Moga,S8883,PB70927196,10.61,wet,tenant,valid,agricultural,28-08-2019,,none,digitized_land_registry
LRTE000663,F622617,Telangana,Hyderabad,241-A,TS22509441,48.6,dry,owner,pending_verification,fallow,12-05-2019,environmental_clearance_violation,encroachment_case,revenue_records
LRKA000664,F543821,Karnataka,Bellary,S2822,KA26028717,49.49,plantation,joint,pending_verification,fallow,12-08-2024,forest_land_encroachment,none,revenue_records
LRUT000665,F536529,Uttar Pradesh,Kanpur,Apr-81,UP78546834,37.88,plantation,inherited,valid,agricultural,22-07-2024,,none,satellite_mapping
LRKA000666,F483055,Karnataka,Hubli,204-F,KA26441950,18.29,plantation,tenant,valid,agricultural,21-12-2024,,none,satellite_mapping
LRMA000667,F214826,Madhya Pradesh,Indore,58/6/5,MP44447894,30.16,dry,joint,valid,forest,05-07-2020,forest_land_encroachment,encroachment_case,revenue_records
LRMA000668,F174606,Madhya Pradesh,Jabalpur,963/99,MP46378914,10.4,garden,owner,valid,horticultural,09-12-2021,,none,satellite_mapping
LRGU000669,F282312,Gujarat,Bhavnagar,836-F,GJ12580419,39.11,garden,inherited,valid,agricultural,06-06-2023,,none,satellite_mapping
LRAN000670,F490692,Andhra Pradesh,Kurnool,S2025,AP71782763,26.53,plantation,joint,valid,agricultural,28-04-2020,,none,digitized_land_registry
LRGU000671,F590648,Gujarat,Anand,S4405,GJ34960250,32.61,wet,joint,invalid,horticultural,22-08-2021,benami_transaction,pending_mutation,unverified
LRMA000672,F126726,Maharashtra,Ahmednagar,791/42,MH14787077,5.53,wet,inherited,valid,horticultural,14-03-2018,,none,revenue_records
LRMA000673,F196490,Maharashtra,Kolhapur,575/74,MH53769349,9.12,wet,tenant,valid,agricultural,06-05-2021,,none,revenue_records
LRGU000674,F683983,Gujarat,Ahmedabad,4/715/4,GJ37164770,37.77,plantation,joint,valid,agricultural,19-10-2023,ceiling_breach,none,manual_verification
LRAN000675,F705079,Andhra Pradesh,Visakhapatnam,S5116,AP74489000,16.48,plantation,inherited,valid,agricultural,28-12-2023,,none,digitized_land_registry
LRTA000676,F120170,Tamil Nadu,Madurai,542-E,TN21272579,43.41,wet,owner,valid,agricultural,17-07-2020,,none,revenue_records
LRGU000677,F469813,Gujarat,Gandhinagar,196-B,GJ73896559,26.67,garden,joint,valid,agricultural,23-03-2021,,none,digitized_land_registry
LRKA000678,F843299,Karnataka,Shimoga,91/452/9,KA33366649,45.46,plantation,joint,valid,horticultural,12-06-2019,,none,digitized_land_registry
LRGU000679,F945464,Gujarat,Vadodara,941-B,GJ88836693,37.11,wet,joint,valid,agricultural,25-03-2022,,none,digitized_land_registry
LRGU000680,F356057,Gujarat,Mehsana,32/415/9,GJ71591522,40.13,plantation,joint,valid,horticultural,26-10-2020,,none,digitized_land_registry
LRGU000681,F565517,Gujarat,Vadodara,385-F,GJ11382361,28.18,plantation,inherited,missing,agricultural,27-03-2024,sc_st_land_alienation,active_litigation,revenue_records
LRMA000682,F557885,Madhya Pradesh,Sagar,S3572,,38.71,dry,owner,pending_verification,agricultural,24-11-2022,fraudulent_mutation,active_litigation,revenue_records
LRWE000683,F679833,West Bengal,Kharagpur,60/385/5,WB94884456,42.66,garden,joint,valid,agricultural,10-10-2024,,none,digitized_land_registry
LRAN000684,F834355,Andhra Pradesh,Vijayawada,16/583/7,AP79210998,49.1,garden,joint,valid,agricultural,22-03-2022,,none,satellite_mapping
LRGU000685,F288951,Gujarat,Gandhinagar,S9825,GJ76519877,4.1,garden,inherited,valid,agricultural,18-07-2019,,none,digitized_land_registry
LRWE000686,F518126,West Bengal,Malda,25/768/5,WB42205002,38.06,plantation,owner,valid,agricultural,19-01-2023,,none,satellite_mapping
LRHA000687,F859414,Haryana,Karnal,19/656/7,HR12301059,9.54,wet,inherited,pending_verification,agricultural,13-07-2023,benami_transaction,pending_mutation,unverified
LRMA000688,F246525,Maharashtra,Sangli,882/68,MH56599620,2.11,plantation,owner,pending_verification,agricultural,08-07-2019,tribal_land_violation,active_litigation,unverified
LRKA000689,F915484,Karnataka,Gulbarga,427-D,KA53868306,41.83,plantation,government_lease,expired,fallow,08-11-2022,water_body_encroachment,none,unverified
LRUT000690,F638930,Uttar Pradesh,Bareilly,279-A,UP90544728,42.35,dry,tenant,invalid,agricultural,16-03-2024,false_succession_claim,active_litigation,revenue_records
LRUT000691,F820798,Uttar Pradesh,Gorakhpur,96/721/5,UP66736208,3.97,wet,inherited,invalid,agricultural,07-10-2023,fraudulent_mutation,boundary_dispute,unverified
LRMA000692,F458363,Maharashtra,Ahmednagar,S1984,MH44767942,34.76,garden,owner,valid,agricultural,07-03-2019,,none,digitized_land_registry
LRPU000693,F779592,Punjab,Patiala,S3881,PB35949621,21.34,garden,joint,valid,agricultural,27-11-2024,,none,satellite_mapping
LRTE000694,F430216,Telangana,Nizamabad,75/53/7,TS46152061,8.47,wet,joint,valid,horticultural,28-09-2021,,none,satellite_mapping
LRGU000695,F561502,Gujarat,Anand,S2817,GJ71245332,13.3,plantation,owner,valid,agricultural,21-04-2019,,none,satellite_mapping
LRUT000696,F654567,Uttar Pradesh,Moradabad,894-E,UP92484540,32.19,wet,owner,valid,horticultural,26-03-2021,,none,satellite_mapping
LRTE000697,F608425,Telangana,Mahbubnagar,86/644/3,TS32208599,46.31,wet,joint,pending_verification,agricultural,11-08-2024,fraudulent_mutation,boundary_dispute,revenue_records
LRHA000698,F992177,Haryana,Sonipat,558/68,HR11910592,32.16,wet,joint,expired,forest,23-07-2024,wetland_conversion_violation,encroachment_case,unverified
LRTE000699,F178895,Telangana,Mahbubnagar,S8762,TS76041155,48.33,dry,owner,valid,agricultural,11-05-2022,,none,digitized_land_registry
LRRA000700,F854575,Rajasthan,Jodhpur,54/525/6,RJ11824169,21.54,plantation,tenant,valid,agricultural,15-03-2020,,none,revenue_records
LRTA000701,F322712,Tamil Nadu,Coimbatore,85/189/5,TN92493916,33.52,plantation,inherited,valid,horticultural,01-02-2019,,none,satellite_mapping
LRPU000702,F225894,Punjab,Patiala,60/786/4,PB97149690,16.22,dry,owner,valid,agricultural,09-04-2023,,none,satellite_mapping
LRGU000703,F645051,Gujarat,Vadodara,S2041,GJ44692802,41.16,dry,disputed,invalid,agricultural,21-04-2019,false_succession_claim,pending_mutation,manual_verification
LRRA000704,F218509,Rajasthan,Udaipur,61/121/4,RJ46088608,15.44,plantation,joint,pending_verification,agricultural,25-11-2020,tribal_land_violation,none,manual_verification
LRAN000705,F441004,Andhra Pradesh,Tirupati,653-C,AP16418533,7.81,garden,owner,valid,horticultural,06-09-2019,,none,satellite_mapping
LRMA000706,F208082,Maharashtra,Nagpur,6/162/7,MH14385596,38.18,plantation,inherited,pending_verification,horticultural,13-06-2018,land_grabbing_from_elderly,boundary_dispute,revenue_records
LRRA000707,F730492,Rajasthan,Bikaner,87/613/7,RJ36062806,14.33,wet,tenant,valid,horticultural,06-07-2023,,none,digitized_land_registry
LRHA000708,F852533,Haryana,Faridabad,31/64,HR54691154,23.57,garden,inherited,valid,agricultural,27-04-2019,,none,satellite_mapping
LRPU000709,F751486,Punjab,Mohali,702-E,PB86285727,90.13,wet,joint,valid,agricultural,20-12-2021,ceiling_breach,active_litigation,unverified
LRTA000710,F891113,Tamil Nadu,Coimbatore,S7868,TN94827186,48.54,plantation,joint,valid,horticultural,26-12-2023,,none,revenue_records
LRRA000711,F538306,Rajasthan,Sikar,436-D,RJ67906700,49.7,garden,disputed,missing,horticultural,18-09-2019,womens_inheritance_denial,inheritance_dispute,manual_verification
LRHA000712,F448860,Haryana,Faridabad,S4800,HR72357697,40.76,plantation,inherited,valid,agricultural,28-01-2021,,none,satellite_mapping
LRHA000713,F710314,Haryana,Ambala,495/94,HR10322466,34.23,wet,joint,valid,agricultural,02-11-2023,,none,revenue_records
LRPU000714,F501950,Punjab,Ludhiana,64/413/7,PB47219023,36.44,dry,owner,valid,agricultural,13-12-2020,encroachment_on_government_land,none,unverified
LRMA000715,F279647,Madhya Pradesh,Ujjain,S4838,MP36991870,4.39,plantation,owner,valid,agricultural,26-10-2018,,none,satellite_mapping
LRMA000716,F983952,Madhya Pradesh,Sagar,281-C,MP44890008,1.86,dry,owner,valid,agricultural,11-12-2018,,none,satellite_mapping
LRUT000717,F135030,Uttar Pradesh,Lucknow,63/323/9,UP88917831,46.06,plantation,joint,valid,fallow,27-02-2021,water_body_encroachment,encroachment_case,manual_verification
LRWE000718,F692011,West Bengal,Haldia,208/98,WB55958261,5.67,dry,joint,invalid,agricultural,27-08-2018,land_grabbing_from_elderly,pending_mutation,revenue_records
LRWE000719,F389459,West Bengal,Kharagpur,556-B,WB14935133,36.61,wet,owner,valid,horticultural,12-10-2021,,none,satellite_mapping
LRTE000720,F916208,Telangana,Nizamabad,37/229/3,TS86259886,42.06,wet,owner,pending_verification,agricultural,30-04-2020,tribal_land_violation,none,unverified
LRUT000721,F885436,Uttar Pradesh,Gorakhpur,233-A,,29.24,wet,government_lease,pending_verification,converted_non_agricultural,11-07-2019,water_body_encroachment,encroachment_case,revenue_records
LRTA000722,F653479,Tamil Nadu,Coimbatore,S9811,TN76830665,34.52,dry,joint,valid,horticultural,24-04-2018,,none,revenue_records
LRWE000723,F338887,West Bengal,Haldia,111/59,WB89413551,43.79,dry,tenant,valid,agricultural,01-01-2019,,none,digitized_land_registry
LRKA000724,F285578,Karnataka,Bengaluru,60/780/4,KA60988629,26.54,dry,disputed,pending_verification,horticultural,24-11-2019,sc_st_land_alienation,inheritance_dispute,manual_verification
LRMA000725,F860807,Madhya Pradesh,Bhopal,S4820,MP42351926,15.73,wet,owner,valid,agricultural,06-08-2021,,none,satellite_mapping
LRTA000726,F681919,Tamil Nadu,Dindigul,91/279/3,TN64505463,1.02,dry,disputed,missing,horticultural,06-04-2024,benami_transaction,inheritance_dispute,unverified
LRAN000727,F894802,Andhra Pradesh,Tirupati,43/897/4,AP50406909,19.59,garden,tenant,pending_verification,agricultural,16-05-2022,minor_heir_exploitation,inheritance_dispute,unverified
LRKA000728,F596616,Karnataka,Mysuru,S3821,KA34570744,34.43,plantation,joint,valid,horticultural,01-02-2019,,none,satellite_mapping
LRUT000729,F706368,Uttar Pradesh,Lucknow,775/20,UP75431830,21.42,garden,tenant,valid,agricultural,26-12-2022,,none,satellite_mapping
LRTA000730,F174719,Tamil Nadu,Madurai,40/480/6,TN63290822,37.42,garden,owner,valid,agricultural,18-10-2024,,none,satellite_mapping
LRAN000731,F878622,Andhra Pradesh,Nellore,20/366/2,,13.78,wet,disputed,pending_verification,fallow,27-04-2022,wetland_conversion_violation,none,unverified
LRHA000732,F770931,Haryana,Hisar,601/16,HR84154316,32.72,plantation,joint,valid,horticultural,11-11-2023,,none,satellite_mapping
LRAN000733,F401193,Andhra Pradesh,Tirupati,721-F,AP76132842,17.46,garden,owner,pending_verification,agricultural,02-06-2022,encroachment_on_government_land,none,unverified
LRGU000734,F620803,Gujarat,Mehsana,S2205,GJ17460003,11.31,garden,inherited,valid,agricultural,15-04-2024,,none,revenue_records
LRGU000735,F990149,Gujarat,Mehsana,55/454/6,GJ38561474,49.06,garden,owner,pending_verification,fallow,30-10-2020,environmental_clearance_violation,encroachment_case,revenue_records
LRPU000736,F798021,Punjab,Ludhiana,S9898,PB78229064,5.03,garden,tenant,valid,agricultural,07-03-2023,,none,digitized_land_registry
LRMA000737,F157410,Madhya Pradesh,Gwalior,212-E,MP62935461,44.11,garden,owner,valid,horticultural,15-11-2019,,none,satellite_mapping
